fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,quality_binary,alcohol_category,acidity_ratio,sulfur_ratio,sugar_alcohol_interaction,ph_category,is_excellent,is_poor
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,4,red,0,Low,11.160058737151246,0.4499775011249437,11.959999999999999,Acidic,0,1
7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,6,red,1,Low,14.689265536723163,0.5483694074384697,17.0,Moderate,0,0
7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,5,red,0,Low,12.31281198003328,0.29751820232890636,68.62,Moderate,0,0
7.3,0.59,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,5,red,0,Low,12.351945854483926,0.28925380781977006,67.68,Moderate,0,0
7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,5,red,0,Low,12.361331220285262,0.14583181425193487,16.15,Acidic,0,0
6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,5,red,0,Medium,10.608424336973478,0.17821605726675974,21.419999999999998,Moderate,0,0
7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,4,red,0,Low,13.248638838475499,0.40475226780314755,14.4,Moderate,0,1
6.8,0.63,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,6,red,1,Medium,10.776545166402535,0.24999431831094748,21.840000000000003,Moderate,0,0
7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,5,red,0,Low,10.623229461756374,0.2380914588657323,17.1,Very_Acidic,0,0
7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,4,red,0,Low,8.91647855530474,0.4999375078115236,16.38,Moderate,0,1
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,red,1,Low,19.002375296912113,0.3333148158435642,18.4,Acidic,0,0
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,red,1,Low,19.002375296912113,0.3333148158435642,18.4,Acidic,0,0
7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6,red,1,Medium,11.916264090177135,0.571414966310326,21.849999999999998,Moderate,0,0
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,red,0,Low,19.16010498687664,0.19999428587754636,19.0,Moderate,0,0
6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,5,red,0,Low,13.77245508982036,0.387747188832881,14.25,Moderate,0,0
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,red,0,Low,19.16010498687664,0.19999428587754636,19.0,Moderate,0,0
7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,6,red,1,Medium,14.39539347408829,0.21052077576905873,24.15,Moderate,0,0
7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,5,red,0,Low,8.6848635235732,0.34998250087495625,24.0,Moderate,0,0
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,red,0,Low,14.402618657937808,0.23808956929596917,22.8,Acidic,0,0
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,red,0,Low,14.402618657937808,0.23808956929596917,22.8,Acidic,0,0
8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,5,red,0,Low,14.566284779050738,0.20908900828174287,18.6,Acidic,0,0
7.2,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,5,red,0,Low,9.84952120383037,0.38094331087355066,23.25,Moderate,0,0
6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,5,red,0,Low,11.129296235679215,0.16922816572052737,16.740000000000002,Moderate,0,0
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6,red,1,Low,10.789049919484702,0.12903017693263014,17.67,Moderate,0,0
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,5,red,0,Low,28.617363344051448,0.30587875436759565,19.4,Acidic,0,0
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,5,red,0,Low,18.925831202046037,0.2089521051924598,18.4,Moderate,0,0
7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,5,red,0,Low,10.906515580736544,0.3461405330564209,25.22,Moderate,0,0
7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,5,red,0,Low,15.768463073852296,0.10489437136803238,19.0,Acidic,0,0
7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,5,red,0,Low,16.08961303462322,0.11805473573100186,18.05,Acidic,0,0
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5,red,0,Low,16.367265469061874,0.1653530287163093,27.26,Acidic,0,0
6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,6,red,1,Low,17.25067385444744,0.4285626823942369,18.62,Moderate,0,0
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,5,red,0,Low,10.776545166402535,0.1269831191815938,36.1,Acidic,0,0
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,red,0,Low,13.79310344827586,0.2499910717474376,21.34,Acidic,0,0
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,red,0,Low,13.79310344827586,0.2499910717474376,21.34,Acidic,0,0
7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,5,red,0,Low,13.197969543147208,0.19999833334722208,18.8,Acidic,0,0
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,5,red,0,Medium,12.564543889845096,0.2727223141397429,24.479999999999997,Moderate,0,0
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6,red,1,Medium,38.205980066445186,0.4444279841487352,20.2,Acidic,0,0
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,7,red,1,High,6.4593301435406705,0.1397834431887829,15.6,Moderate,0,0
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,4,red,0,Medium,6.324472960586618,0.3870842876036257,23.94,Moderate,0,1
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,7,red,1,Medium,29.906542056074766,0.3749843756510145,14.42,Acidic,0,0
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,5,red,0,Low,23.71967654986523,0.2689636623195702,19.53,Acidic,0,0
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,5,red,0,Low,13.572854291417165,0.32652394849084715,14.25,Moderate,0,0
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,5,red,0,Low,16.6270783847981,0.4102458911309967,14.719999999999999,Moderate,0,0
7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,6,red,1,Low,16.241299303944317,0.3783681522121024,14.719999999999999,Moderate,0,0
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,red,1,Medium,42.524916943521596,0.32141709224670545,28.080000000000002,Acidic,0,0
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,red,1,Medium,42.524916943521596,0.32141709224670545,28.080000000000002,Acidic,0,0
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,5,red,0,Low,13.660245183887916,0.21666486112615727,16.740000000000002,Acidic,0,0
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,5,red,0,Low,17.687074829931973,0.1894716897716866,25.380000000000003,Acidic,0,0
11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,7,red,1,Medium,36.544850498338874,0.3684016630703647,22.05,Moderate,0,0
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,6,red,1,High,18.267419962335214,0.2631440450502605,24.8,Acidic,0,0
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6,red,1,Low,11.019283746556475,0.16128772116578766,28.0,Moderate,0,0
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,6,red,1,Medium,26.303854875283445,0.33331111259249385,21.419999999999998,Acidic,0,0
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5,red,0,Medium,14.360770577933451,0.4307626036522515,22.220000000000002,Acidic,0,0
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6,red,1,Low,10.597826086956522,0.24389649032950417,23.52,Acidic,0,0
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5,red,0,Medium,14.256619144602851,0.21487425723754347,58.8,Moderate,0,0
8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,5,red,0,Medium,13.897763578274759,0.2653007081488133,22.0,Acidic,0,0
8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5,red,0,Low,11.15702479338843,0.2682861393624546,20.02,Moderate,0,0
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,5,red,0,Low,15.274949083503055,0.22726756210086135,18.429999999999996,Moderate,0,0
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,5,red,0,Low,14.689265536723163,0.16666550926729676,22.8,Acidic,0,0
7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,6,red,1,Low,22.87390029325513,0.4137859692074275,18.8,Moderate,0,0
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,5,red,0,Low,13.935969868173258,0.22221913584533548,18.8,Acidic,0,0
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5,red,0,Low,11.129296235679215,0.4999500049995001,14.25,Moderate,0,0
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6,red,1,Low,13.312693498452012,0.28570408199707154,20.0,Acidic,0,0
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,4,red,0,Medium,13.20754716981132,0.2727223141397429,20.8,Moderate,0,1
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,red,1,Medium,17.865429234338748,0.46031015380708246,27.3,Moderate,0,0
8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6,red,1,Low,15.05922165820643,0.3333292181578005,19.0,Acidic,0,0
9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,5,red,0,Low,10.962241169305726,0.39128733533324633,25.480000000000004,Moderate,0,0
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,red,1,Medium,17.865429234338748,0.46031015380708246,27.3,Moderate,0,0
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,red,0,Medium,13.24376199616123,0.2702629658657874,28.6,Moderate,0,0
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7,red,1,High,10.810810810810812,0.1792435920415845,19.52,Moderate,0,0
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6,red,1,Low,20.99737532808399,0.24489296136813535,17.82,Moderate,0,0
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6,red,1,Low,22.911051212938006,0.3103394769055706,26.88,Moderate,0,0
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,red,0,Medium,13.24376199616123,0.2702629658657874,28.6,Moderate,0,0
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,red,1,Low,8.191808191808192,0.1891840761060512,20.7,Moderate,0,0
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,red,1,Low,11.410459587955627,0.36841135759585275,17.099999999999998,Moderate,0,0
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,red,1,Low,11.410459587955627,0.36841135759585275,17.099999999999998,Moderate,0,0
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,6,red,1,Low,11.145510835913313,0.38460552293530936,17.479999999999997,Moderate,0,0
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,red,1,Low,11.410459587955627,0.36841135759585275,17.099999999999998,Moderate,0,0
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,red,1,Low,8.191808191808192,0.1891840761060512,20.7,Moderate,0,0
8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5,red,0,Low,13.9937106918239,0.08064386058289383,15.81,Very_Acidic,0,0
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6,red,1,Medium,31.496062992125985,0.249989583767343,22.89,Acidic,0,0
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,red,1,Low,13.253012048192772,0.2568783772625939,17.64,Acidic,0,0
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,red,1,Low,71.09004739336493,0.416649306278905,20.24,Acidic,0,0
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,red,1,Low,71.09004739336493,0.416649306278905,20.24,Acidic,0,0
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,red,1,Low,11.043872919818456,0.2608582235554976,19.8,Basic,0,0
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5,red,0,Low,10.42584434654919,0.3137193388364934,18.05,Moderate,0,0
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,5,red,0,Low,13.643926788685523,0.1506828673579814,21.39,Acidic,0,0
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,6,red,1,Low,14.500941619585687,0.2307633137611856,16.66,Moderate,0,0
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,red,1,Low,11.043872919818456,0.2608582235554976,19.8,Basic,0,0
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,red,1,Low,33.64485981308411,0.4324207453852599,16.0,Acidic,0,0
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,red,1,Low,11.813643926788686,0.47057439487073915,17.82,Moderate,0,0
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,red,0,Medium,31.623931623931625,0.23808390076663014,32.550000000000004,Acidic,0,0
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5,red,0,Low,9.922680412371134,0.09302217416076557,18.05,Acidic,0,0
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,red,1,Low,11.813643926788686,0.47057439487073915,17.82,Moderate,0,0
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,red,0,Low,14.010507880910684,0.14285594238703875,29.760000000000005,Acidic,0,0
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5,red,0,Low,27.565982404692082,0.3845858010922237,20.24,Acidic,0,0
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,red,0,Low,9.482758620689655,0.21428188782343174,19.32,Moderate,0,0
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,5,red,0,Low,18.734793187347933,0.1777738272482834,16.92,Acidic,0,0
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,red,1,Medium,32.154340836012864,0.4242295688009455,27.3,Moderate,0,0
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,red,0,Low,23.867069486404834,0.3999911113086376,15.81,Acidic,0,0
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4,red,0,Low,7.172131147540984,0.17910180445067983,18.8,Moderate,0,1
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,red,0,Low,15.355086372360844,0.2857061226822091,17.0,Moderate,0,0
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,red,0,Low,21.29380053908356,0.4693781759555928,16.740000000000002,Acidic,0,0
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5,red,0,Medium,22.28163992869875,0.18517832672863968,26.16,Acidic,0,0
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,7,red,1,Medium,45.21072796934866,0.5999400059994001,18.36,Acidic,0,0
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4,red,0,Low,9.299655568312284,0.42622252094227964,32.34,Moderate,0,1
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8,red,1,High,22.50712250712251,0.40539444879868114,46.080000000000005,Moderate,1,0
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,red,1,Low,12.754158964879853,0.25924965742009554,28.200000000000003,Basic,0,0
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,red,1,Medium,63.53591160220995,0.1739054823703317,40.4,Acidic,0,0
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,red,1,Medium,14.468864468864469,0.442615694824675,42.8,Moderate,0,0
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,red,1,Medium,63.53591160220995,0.1739054823703317,40.4,Acidic,0,0
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,red,0,Medium,29.380053908355798,0.2615344379317241,40.4,Acidic,0,0
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,red,0,Low,11.731843575418996,0.2631509697113234,22.56,Moderate,0,0
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5,red,0,Low,11.52073732718894,0.28723098690439464,65.8,Moderate,0,0
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,red,1,Medium,14.468864468864469,0.442615694824675,42.8,Moderate,0,0
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,red,1,Low,12.754158964879853,0.25924965742009554,28.200000000000003,Basic,0,0
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,red,1,Medium,63.53591160220995,0.1739054823703317,40.4,Acidic,0,0
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,red,1,High,32.08722741433022,0.3845858010922237,80.64,Acidic,1,0
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,red,1,Medium,22.194513715710723,0.21276143060785943,58.8,Moderate,0,0
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,red,1,Low,43.67816091954023,0.3157728540603126,33.480000000000004,Acidic,0,0
7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,7,red,1,Low,28.413284132841326,0.4999500049995001,34.65,Acidic,0,0
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,red,0,Low,14.5873320537428,0.2264108224373125,27.299999999999997,Moderate,0,0
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,red,1,Medium,22.194513715710723,0.21276143060785943,58.8,Moderate,0,0
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,red,0,Low,16.751269035532996,0.45069787749468315,33.32,Moderate,0,0
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,red,0,Low,16.751269035532996,0.45069787749468315,33.32,Moderate,0,0
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,red,1,Medium,26.607538802660752,0.5101936695169487,20.6,Acidic,0,0
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,red,1,Medium,18.703241895261844,0.5471594875568385,30.900000000000002,Moderate,0,0
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,red,1,Medium,16.698656429942417,0.4081549356135589,26.5,Moderate,0,0
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5,red,0,Low,27.553444180522565,0.3367312578443077,30.359999999999996,Acidic,0,0
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,red,1,Medium,16.698656429942417,0.4081549356135589,26.5,Moderate,0,0
11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,5,red,0,Medium,54.72636815920398,0.3333148158435642,21.0,Acidic,0,0
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,red,1,Medium,18.874773139745916,0.37499218766275705,27.810000000000002,Acidic,0,0
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,red,1,Medium,19.113573407202217,0.31248046997062684,24.24,Moderate,0,0
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,red,1,Low,39.002932551319645,0.32074866511952604,30.400000000000002,Acidic,0,0
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,red,0,Low,21.55688622754491,0.18517832672863968,23.75,Acidic,0,0
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,red,0,Low,12.755716004813477,0.3714232653819231,25.740000000000002,Acidic,0,0
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,red,0,Low,11.251980982567353,0.2758525568083859,19.2,Basic,0,0
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5,red,0,Low,11.059907834101383,0.16128511983484403,22.309999999999995,Basic,0,0
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,5,red,0,Low,10.283159463487332,0.2424168964576831,20.16,Basic,0,0
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,red,1,Medium,14.124293785310734,0.4545351242017227,27.82,Moderate,0,0
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,red,1,Medium,61.32596685082873,0.4666355576294914,15.149999999999999,Acidic,0,0
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,red,0,Low,11.756373937677056,0.4285561229956073,26.0,Moderate,0,0
7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,5,red,0,Low,11.028315946348734,0.23808390076663014,15.200000000000001,Moderate,0,0
8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,5,red,0,Low,12.903225806451614,0.13333185186831256,19.32,Acidic,0,0
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,red,1,Low,19.397363465160076,0.23999040038398464,23.25,Acidic,0,0
7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,5,red,0,Low,12.238325281803542,0.12962722912538657,20.680000000000003,Moderate,0,0
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,red,1,Low,25.060827250608277,0.4285408185129634,22.8,Acidic,0,0
10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,6,red,1,Low,23.897911832946637,0.41663194733772185,22.8,Acidic,0,0
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6,red,1,Low,25.429553264604813,0.29999000033332224,16.15,Moderate,0,0
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,red,1,Low,19.397363465160076,0.23999040038398464,23.25,Acidic,0,0
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6,red,1,Low,14.87758945386064,0.1428557823258826,18.8,Acidic,0,0
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6,red,1,Low,19.52277657266811,0.19387557269823777,26.599999999999998,Moderate,0,0
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,red,0,Low,18.259023354564757,0.2222205761438804,28.200000000000003,Acidic,0,0
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,red,0,Medium,20.498614958448755,0.36110609574867014,28.6,Moderate,0,0
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6,red,1,Medium,20.22792022792023,0.37735137072885416,27.5,Moderate,0,0
9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5,red,0,Medium,17.11229946524064,0.40216954163541696,34.339999999999996,Acidic,0,0
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6,red,1,Medium,12.451361867704279,0.4053999270280131,30.16,Acidic,0,0
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,red,1,Medium,14.826021180030258,0.35592617074286875,36.800000000000004,Moderate,0,0
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6,red,1,Medium,12.451361867704279,0.4053999270280131,30.16,Acidic,0,0
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,red,1,Medium,14.826021180030258,0.35592617074286875,36.800000000000004,Moderate,0,0
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5,red,0,Low,15.220949263502456,0.2873530189308169,32.98,Acidic,0,0
7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,5,red,0,Low,12.56038647342995,0.3333148158435642,21.39,Acidic,0,0
